Time,Value
2016-04-01 01:03:00,68.6842105263158
2016-04-01 01:04:00,64.51851851851852
2016-04-01 01:05:00,68.42307692307692
2016-04-01 01:06:00,67.65517241379311
2016-04-01 01:07:00,67.24
2016-04-01 01:08:00,67.0
2016-04-01 01:09:00,67.70833333333333
2016-04-01 01:10:00,68.72727272727273
2016-04-01 01:11:00,69.0
2016-04-01 01:12:00,69.31818181818181
2016-04-01 01:13:00,71.45454545454545
2016-04-01 01:14:00,71.0
2016-04-01 01:15:00,71.08695652173913
2016-04-01 01:16:00,71.4
2016-04-01 01:17:00,71.0
2016-04-01 01:18:00,71.0
2016-04-01 01:19:00,71.81481481481481
2016-04-01 01:20:00,73.96428571428571
2016-04-01 01:21:00,72.84375
2016-04-01 01:22:00,72.78260869565217
2016-04-01 01:23:00,70.46153846153847
2016-04-01 01:24:00,68.53571428571429
2016-04-01 01:25:00,69.21428571428571
2016-04-01 01:26:00,71.07692307692308
2016-04-01 01:27:00,72.2
2016-04-01 01:28:00,71.5
2016-04-01 01:29:00,71.0
2016-04-01 01:30:00,71.0
2016-04-01 01:31:00,71.0
2016-04-01 01:32:00,70.44
2016-04-01 01:33:00,70.07692307692308
2016-04-01 01:34:00,77.48275862068965
2016-04-01 01:35:00,82.04545454545455
2016-04-01 01:36:00,84.85185185185185
2016-04-01 01:37:00,73.97058823529412
2016-04-01 01:38:00,65.07692307692308
2016-04-01 01:39:00,64.60714285714286
2016-04-01 01:40:00,63.5
2016-04-01 01:41:00,63.0
2016-04-01 01:42:00,63.0
2016-04-01 01:43:00,63.0
2016-04-01 01:44:00,63.69565217391305
2016-04-01 01:45:00,64.0
2016-04-01 01:46:00,64.56
2016-04-01 01:47:00,65.77777777777777
2016-04-01 01:48:00,67.08
2016-04-01 01:49:00,64.04545454545455
2016-04-01 01:50:00,63.56521739130435
2016-04-01 01:51:00,63.72727272727273
2016-04-01 01:52:00,63.869565217391305
2016-04-01 01:53:00,64.42857142857143
2016-04-01 01:54:00,65.1304347826087
2016-04-01 01:55:00,64.45454545454545
2016-04-01 01:56:00,64.34782608695652
2016-04-01 01:57:00,64.31818181818181
2016-04-01 01:58:00,64.81818181818181
2016-04-01 01:59:00,66.33333333333333
2016-04-01 02:00:00,67.16
2016-04-01 02:01:00,63.08695652173913
2016-04-01 02:02:00,63.5
2016-04-01 02:03:00,62.958333333333336
2016-04-01 02:04:00,61.916666666666664
2016-04-01 02:05:00,62.92307692307692
2016-04-01 02:06:00,63.70967741935484
2016-04-01 02:07:00,64.7741935483871
2016-04-01 02:08:00,69.07692307692308
2016-04-01 02:09:00,71.79166666666667
2016-04-01 02:10:00,70.77777777777777
2016-04-01 02:11:00,70.0
2016-04-01 02:12:00,70.0
2016-04-01 02:13:00,69.65517241379311
2016-04-01 02:14:00,68.48148148148148
2016-04-01 02:15:00,68.5
2016-04-01 02:16:00,70.07692307692308
2016-04-01 02:17:00,69.04347826086956
2016-04-01 02:18:00,68.52173913043478
2016-04-01 02:19:00,68.57142857142857
2016-04-01 02:20:00,67.8
2016-04-01 02:21:00,69.55172413793103
2016-04-01 02:22:00,67.88
2016-04-01 02:23:00,66.37037037037037
2016-04-01 02:24:00,63.68
2016-04-01 02:25:00,63.75
2016-04-01 02:26:00,62.30434782608695
2016-04-01 02:27:00,61.125
2016-04-01 02:28:00,60.857142857142854
2016-04-01 02:29:00,61.59090909090909
2016-04-01 02:30:00,62.0
2016-04-01 02:31:00,61.78260869565217
2016-04-01 02:32:00,61.34782608695652
2016-04-01 02:33:00,61.36363636363637
2016-04-01 02:34:00,62.130434782608695
2016-04-01 02:35:00,61.904761904761905
2016-04-01 02:36:00,62.0
2016-04-01 02:37:00,62.476190476190474
2016-04-01 02:38:00,62.7
2016-04-01 02:39:00,62.86363636363637
2016-04-01 02:40:00,62.40909090909091
2016-04-01 02:41:00,61.714285714285715
2016-04-01 02:42:00,63.5
2016-04-01 02:43:00,63.76190476190476
2016-04-01 02:44:00,63.523809523809526
2016-04-01 02:45:00,65.13636363636364
2016-04-01 02:46:00,75.3225806451613
2016-04-01 02:47:00,62.48275862068966
2016-04-01 02:48:00,56.34782608695652
2016-04-01 02:49:00,58.458333333333336
2016-04-01 02:50:00,57.523809523809526
2016-04-01 02:51:00,59.68181818181818
2016-04-01 02:52:00,60.52173913043478
2016-04-01 02:53:00,61.23809523809524
2016-04-01 02:54:00,62.31818181818182
2016-04-01 02:55:00,62.81818181818182
2016-04-01 02:56:00,63.82608695652174
2016-04-01 02:57:00,60.93939393939394
2016-04-01 02:58:00,53.57142857142857
2016-04-01 02:59:00,53.47826086956522
2016-04-01 03:00:00,55.0
2016-04-01 03:01:00,57.38095238095238
2016-04-01 03:02:00,58.09090909090909
2016-04-01 03:03:00,59.31818181818182
2016-04-01 03:04:00,60.666666666666664
2016-04-01 03:05:00,61.083333333333336
2016-04-01 03:06:00,61.35
2016-04-01 03:07:00,63.23076923076923
2016-04-01 03:08:00,61.793103448275865
2016-04-01 03:09:00,64.4
2016-04-01 03:10:00,56.43478260869565
2016-04-01 03:11:00,55.68181818181818
2016-04-01 03:12:00,58.0
2016-04-01 03:13:00,58.27272727272727
2016-04-01 03:14:00,59.42857142857143
2016-04-01 03:15:00,60.208333333333336
2016-04-01 03:16:00,59.666666666666664
2016-04-01 03:17:00,53.78260869565217
2016-04-01 03:18:00,54.26086956521739
2016-04-01 03:19:00,56.7037037037037
2016-04-01 03:20:00,53.90909090909091
2016-04-01 03:21:00,53.73913043478261
2016-04-01 03:22:00,55.13636363636363
2016-04-01 03:23:00,55.65
2016-04-01 03:24:00,56.666666666666664
2016-04-01 03:25:00,57.714285714285715
2016-04-01 03:26:00,57.16
2016-04-01 03:27:00,54.81818181818182
2016-04-01 03:28:00,56.81481481481482
2016-04-01 03:29:00,59.333333333333336
2016-04-01 03:30:00,54.68181818181818
2016-04-01 03:31:00,56.476190476190474
2016-04-01 03:32:00,56.36363636363637
2016-04-01 03:33:00,57.17391304347826
2016-04-01 03:34:00,57.291666666666664
2016-04-01 03:35:00,55.714285714285715
2016-04-01 03:36:00,56.90909090909091
2016-04-01 03:37:00,58.5
2016-04-01 03:38:00,58.5
2016-04-01 03:39:00,59.91304347826087
2016-04-01 03:40:00,59.95238095238095
2016-04-01 03:41:00,59.608695652173914
2016-04-01 03:42:00,59.61904761904762
2016-04-01 03:43:00,59.857142857142854
2016-04-01 03:44:00,60.56521739130435
2016-04-01 03:45:00,60.458333333333336
2016-04-01 03:46:00,61.65
2016-04-01 03:47:00,62.63636363636363
2016-04-01 03:48:00,61.714285714285715
2016-04-01 03:49:00,61.916666666666664
2016-04-01 03:50:00,62.56521739130435
2016-04-01 03:51:00,62.95238095238095
2016-04-01 03:52:00,62.69565217391305
2016-04-01 03:53:00,62.57142857142857
2016-04-01 03:54:00,62.22727272727273
2016-04-01 03:55:00,61.73913043478261
2016-04-01 03:56:00,61.916666666666664
2016-04-01 03:57:00,62.26086956521739
2016-04-01 03:58:00,62.68181818181818
2016-04-01 03:59:00,63.59090909090909
2016-04-01 04:00:00,62.09090909090909
2016-04-01 04:01:00,61.11538461538461
2016-04-01 04:02:00,61.52173913043478
2016-04-01 04:03:00,60.13636363636363
2016-04-01 04:04:00,59.88
2016-04-01 04:05:00,72.97142857142858
2016-04-01 04:06:00,59.291666666666664
2016-04-01 04:07:00,60.666666666666664
2016-04-01 04:08:00,63.708333333333336
2016-04-01 04:09:00,64.1304347826087
2016-04-01 04:10:00,63.88
2016-04-01 04:11:00,61.73913043478261
2016-04-01 04:12:00,61.65384615384615
2016-04-01 04:13:00,57.5
2016-04-01 04:14:00,61.074074074074076
2016-04-01 04:15:00,62.03846153846154
2016-04-01 04:16:00,67.54166666666667
2016-04-01 04:17:00,59.0
2016-04-01 04:18:00,50.75
2016-04-01 04:19:00,52.54545454545455
2016-04-01 04:20:00,56.17857142857143
2016-04-01 04:21:00,57.34615384615385
2016-04-01 04:22:00,55.708333333333336
2016-04-01 04:23:00,58.041666666666664
2016-04-01 04:24:00,57.708333333333336
2016-04-01 04:25:00,54.95652173913044
2016-04-01 04:26:00,53.95454545454545
2016-04-01 04:27:00,56.24
2016-04-01 04:28:00,55.833333333333336
2016-04-01 04:29:00,55.32
2016-04-01 04:30:00,55.82608695652174
2016-04-01 04:31:00,55.375
2016-04-01 04:32:00,56.69230769230769
2016-04-01 04:33:00,53.625
2016-04-01 04:34:00,52.88
2016-04-01 04:35:00,53.083333333333336
2016-04-01 04:36:00,55.72727272727273
2016-04-01 04:37:00,56.21739130434783
2016-04-01 04:38:00,55.32
2016-04-01 04:39:00,55.625
2016-04-01 04:40:00,54.30434782608695
2016-04-01 04:41:00,53.72727272727273
2016-04-01 04:42:00,53.791666666666664
2016-04-01 04:43:00,52.04545454545455
2016-04-01 04:44:00,51.08
2016-04-01 04:45:00,50.375
2016-04-01 04:46:00,49.958333333333336
2016-04-01 04:47:00,50.08695652173913
2016-04-01 04:48:00,50.04761904761905
2016-04-01 04:49:00,50.625
2016-04-01 04:50:00,70.35483870967742
2016-04-01 04:51:00,65.91304347826087
2016-04-01 04:52:00,64.56
2016-04-01 04:53:00,54.76923076923077
2016-04-01 04:54:00,47.5
2016-04-01 04:55:00,53.32142857142857
2016-04-01 04:56:00,60.21875
